2025-07-04 23:18:47, 953.70, 16.88, 0.13, False
2025-07-04 23:19:35, 1008.87, 22.65, 0.20, False
2025-07-04 23:19:54, 1155.04, 20.53, 0.11, False
2025-07-04 23:20:14, 1020.68, 15.31, 0.11, False
2025-07-04 23:20:33, 997.28, 21.14, 0.09, False
2025-07-04 23:20:38, 991.55, 20.92, 0.13, False
2025-07-04 23:20:57, 907.21, 18.95, 0.14, False
2025-07-04 23:21:16, 1076.48, 16.43, 0.04, False
2025-07-04 23:54:11, 972.96, 24.79, 0.01, False
2025-07-04 23:54:42, 1153.67, 23.01, 0.18, False
2025-07-04 23:55:04, 1184.51, 19.27, 0.09, False
2025-07-04 23:55:26, 882.47, 20.58, 0.09, False
2025-07-04 23:55:49, 1151.36, 19.65, 0.04, False
2025-07-04 23:56:11, 1145.42, 18.40, 0.09, False
2025-07-04 23:56:33, 861.79, 17.17, 0.15, False
2025-07-04 23:56:55, 853.28, 20.37, 0.09, False
2025-07-04 23:57:16, 854.63, 22.70, 0.01, False
2025-07-05 00:00:42, 1080.95, 18.30, 0.08, False
2025-07-05 00:01:06, 1039.77, 24.01, 0.11, False
2025-07-05 00:01:38, 981.11, 24.38, 0.09, False
2025-07-05 00:02:00, 925.17, 15.90, 0.07, False
2025-07-05 00:02:21, 830.13, 15.51, 0.14, False
2025-07-05 00:02:42, 851.68, 15.82, 0.09, False
2025-07-05 00:03:04, 801.31, 17.83, 0.09, False
2025-07-05 00:04:38, 930.25, 22.85, 0.16, False
2025-07-05 00:04:59, 940.54, 16.28, 0.07, False
2025-07-05 00:05:20, 1142.97, 21.73, 0.14, False
2025-07-05 00:05:43, 811.02, 23.84, 0.10, False
2025-07-05 00:06:04, 1168.17, 23.55, 0.06, False
2025-07-05 00:06:26, 1002.79, 17.45, 0.11, False
2025-07-05 00:06:48, 1078.70, 22.34, 0.04, False
2025-07-05 00:06:53, 933.95, 22.73, 0.14, False
2025-07-05 00:07:14, 835.50, 17.12, 0.07, False
2025-07-05 00:07:36, 864.56, 18.13, 0.17, False
2025-07-05 00:08:05, 855.45, 17.86, 0.01, False
2025-07-05 00:08:30, 1110.61, 20.72, 0.07, False
2025-07-05 00:08:52, 1151.47, 24.21, 0.11, False
2025-07-05 00:09:15, 943.13, 22.41, 0.12, False
2025-07-05 00:09:37, 1036.22, 17.12, 0.01, False
2025-07-05 00:10:00, 1101.64, 20.24, 0.17, False
2025-07-05 00:10:22, 883.12, 18.39, 0.02, False
2025-07-05 00:10:43, 1061.39, 23.73, 0.01, False
2025-07-05 00:11:06, 986.15, 20.60, 0.10, False
2025-07-05 00:11:30, 877.09, 15.30, 0.03, False
2025-07-05 00:11:54, 1031.68, 23.22, 0.10, False
2025-07-05 00:12:15, 1146.26, 17.34, 0.03, False
2025-07-05 00:12:38, 1052.01, 22.54, 0.11, False
2025-07-05 00:17:50, 970.67, 17.20, 0.12, False
2025-07-05 00:18:13, 1172.93, 19.00, 0.05, False
2025-07-05 00:18:35, 1023.61, 20.82, 0.18, False
2025-07-05 00:18:56, 1044.08, 21.20, 0.05, False
2025-07-05 00:19:01, 1067.88, 15.74, 0.12, False
2025-07-05 00:19:22, 1089.11, 20.38, 0.04, False
2025-07-05 00:19:27, 984.80, 17.41, 0.01, False
2025-07-05 00:19:49, 851.52, 23.86, 0.18, False
2025-07-05 00:20:10, 991.52, 20.05, 0.12, False
2025-07-05 00:20:31, 879.13, 20.43, 0.01, False
2025-07-05 00:20:53, 864.39, 16.20, 0.12, False
2025-07-05 00:21:15, 1178.22, 16.13, 0.16, False
2025-07-05 00:22:28, 854.72, 15.83, 0.04, False
2025-07-05 00:22:51, 978.87, 16.62, 0.12, False
2025-07-05 00:23:12, 937.66, 16.16, 0.00, False
2025-07-05 00:23:34, 1151.14, 15.27, 0.16, False
2025-07-05 00:23:56, 819.46, 22.27, 0.15, False
2025-07-05 00:24:17, 814.75, 24.98, 0.12, False
2025-07-05 00:24:39, 827.61, 23.77, 0.13, False
2025-07-05 00:25:01, 1102.18, 18.55, 0.02, False
2025-07-05 00:25:23, 1005.02, 17.05, 0.00, False
2025-07-05 00:25:44, 898.38, 16.03, 0.04, False
2025-07-05 00:26:06, 887.40, 24.50, 0.12, False
2025-07-05 00:26:29, 986.14, 20.01, 0.08, False
2025-07-05 00:26:34, 1069.40, 20.54, 0.10, False
2025-07-05 00:26:56, 818.64, 17.67, 0.07, False
2025-07-05 00:27:18, 824.49, 17.63, 0.04, False
2025-07-05 00:32:33, 937.66, 17.54, 0.14, False
2025-07-05 00:32:56, 880.08, 23.38, 0.11, False
2025-07-05 00:33:21, 1054.52, 16.47, 0.15, False
2025-07-05 00:33:42, 933.08, 23.13, 0.11, False
2025-07-05 00:34:48, 1098.30, 16.09, 0.00, False
2025-07-05 00:35:10, 810.50, 16.23, 0.19, False
2025-07-05 00:35:33, 1073.08, 23.31, 0.10, False
2025-07-05 00:35:55, 1140.68, 24.07, 0.17, False
2025-07-05 00:36:17, 808.67, 16.32, 0.00, False
2025-07-05 00:36:40, 1044.62, 21.58, 0.13, False
2025-07-05 00:37:01, 1014.56, 16.42, 0.13, False
2025-07-05 00:37:22, 894.01, 19.24, 0.10, False
2025-07-05 00:37:44, 1098.17, 24.74, 0.00, False
2025-07-05 00:38:05, 953.04, 22.97, 0.19, False
2025-07-05 00:38:29, 1060.40, 17.94, 0.14, False
2025-07-05 00:38:51, 1188.80, 18.42, 0.06, False
2025-07-05 00:44:05, 935.92, 20.23, 0.10, False
2025-07-05 00:44:29, 1075.96, 21.96, 0.11, False
2025-07-05 00:44:51, 972.07, 23.22, 0.19, False
2025-07-05 00:45:13, 998.89, 17.83, 0.15, False
2025-07-05 00:45:35, 877.55, 24.24, 0.18, False
2025-07-05 00:45:56, 864.49, 18.35, 0.14, False
2025-07-05 00:46:19, 1090.04, 24.02, 0.18, False
2025-07-05 00:46:40, 896.48, 23.80, 0.18, False
2025-07-05 00:47:01, 923.43, 15.72, 0.08, False
2025-07-05 00:47:22, 836.64, 20.61, 0.18, False
2025-07-05 00:47:44, 892.65, 15.81, 0.06, True
2025-07-05 00:48:06, 867.60, 17.42, 0.07, False
2025-07-05 00:48:28, 894.83, 24.51, 0.20, False
2025-07-05 00:48:50, 1025.83, 23.50, 0.20, False
2025-07-05 00:53:43, 983.39, 21.20, 0.06, False
2025-07-05 00:53:48, 1137.56, 24.15, 0.18, False
2025-07-05 00:54:13, 817.14, 16.53, 0.15, False
